Symbol,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,ETF,NextShares,exchange,ACT Symbol,Exchange,CQS Symbol,NASDAQ Symbol,act_symbol_backup,cqs_symbol_backup
ISRL,Israel Acquisitions Corp - Class A Ordinary Shares,G,N,D,100,N,N,NASDAQ,,,,,,
ISSC,"Innovative Solutions and Support, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
ITIC,Investors Title Company - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
ITRI,"Itron, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
ITRN,Ituran Location and Control Ltd. - Ordinary Shares,Q,N,N,100,N,N,NASDAQ,,,,,,
IVDA,"Iveda Solutions, Inc. - Common Stock",S,N,D,100,N,N,NASDAQ,,,,,,
IVF,"INVO Fertility, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
IVP,"Inspire Veterinary Partners, Inc. - Class A Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
IVVD,"Invivyd, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
IXHL,Incannex Healthcare Inc. - Common Stock,S,N,D,100,N,N,NASDAQ,,,,,,
IZEA,"IZEA Worldwide, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
IZM,ICZOOM Group Inc. - Class A Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
JACK,Jack In The Box Inc. - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
JAGX,"Jaguar Health, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
JAKK,"JAKKS Pacific, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
JAMF,Jamf Holding Corp. - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
JANX,"Janux Therapeutics, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
JAZZ,Jazz Pharmaceuticals plc - Ordinary Shares,Q,N,N,100,N,N,NASDAQ,,,,,,
JBDI,JBDI Holdings Limited - Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
JBHT,"J.B. Hunt Transport Services, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
JBIO,"Jade Biosciences, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
JBSS,"John B. Sanfilippo & Son, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
JCAP,"Jefferson Capital, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
JCSE,JE Cleantech Holdings Limited - Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
JCTC,Jewett-Cameron Trading Company - Common Shares,S,N,N,100,N,N,NASDAQ,,,,,,
JDZG,JIADE LIMITED - Class A Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
JEM,707 Cayman Holdings Limited - Ordinary Shares,S,N,D,100,N,N,NASDAQ,,,,,,
JFB,JFB Construction Holdings - Class A Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
JJSF,J & J Snack Foods Corp. - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
JKHY,"Jack Henry & Associates, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
JL,J-Long Group Limited - Class A Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
JLHL,Julong Holding Limited - Class A Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
JMSB,"John Marshall Bancorp, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
JOUT,Johnson Outdoors Inc. - Class A Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
JRSH,"Jerash Holdings (US), Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
JTAI,Jet.AI Inc. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
JUNS,"Jupiter Neurosciences, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
JVA,"Coffee Holding Co., Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
JWEL,Jowell Global Ltd. - Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
JXG,JX Luxventure Group Inc. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
JYD,Jayud Global Logistics Limited - Class A Ordinary Shares,S,N,D,100,N,N,NASDAQ,,,,,,
JYNT,The Joint Corp. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
JZXN,"Jiuzi Holdings, Inc. - Ordinary Shares",S,N,N,100,N,N,NASDAQ,,,,,,
KALA,"KALA BIO, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
KALV,"KalVista Pharmaceuticals, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
KARO,Karooooo Ltd. - Ordinary shares,S,N,N,100,N,N,NASDAQ,,,,,,
KAVL,"Kaival Brands Innovations Group, Inc. - Common Stock",S,N,D,100,N,N,NASDAQ,,,,,,
KBSX,FST Corp. - Ordinary Shares,G,N,N,100,N,N,NASDAQ,,,,,,
KCHV,Kochav Defense Acquisition Corp. - Class A Ordinary Shares,G,N,N,100,N,N,NASDAQ,,,,,,
KDK,"Kodiak AI, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
KDP,Keurig Dr Pepper Inc. - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
KE,"Kimball Electronics, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
KELYA,"Kelly Services, Inc. - Class A Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
KELYB,"Kelly Services, Inc. - Class B Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
KFFB,Kentucky First Federal Bancorp - Common Stock,G,N,N,100,N,N,NASDAQ,,,,,,
KFII,K&F Growth Acquisition Corp. II - Class A Ordinary shares,G,N,N,100,N,N,NASDAQ,,,,,,
KG,"Kestrel Group, Ltd. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
KGEI,Kolibri Global Energy Inc. - Common stock,S,N,N,100,N,N,NASDAQ,,,,,,
KHC,The Kraft Heinz Company - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
KIDS,OrthoPediatrics Corp. - Common Stock,G,N,N,100,N,N,NASDAQ,,,,,,
KIDZ,"Classover Holdings, Inc. - Class B Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
KINS,"Kingstone Companies, Inc - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
KITT,"Nauticus Robotics, Inc. - Common stock",S,N,D,100,N,N,NASDAQ,,,,,,
KLAC,KLA Corporation  - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
KLIC,"Kulicke and Soffa Industries, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
KLRS,"Kalaris Therapeutics, Inc.  - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
KLTO,"Klotho Neurosciences, Inc. - Common Stock",S,N,D,100,N,N,NASDAQ,,,,,,
KLXE,"KLX Energy Services Holdings, Inc.  - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
KMB,Kimberly-Clark Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
KMDA,Kamada Ltd. - Ordinary Shares,Q,N,N,100,N,N,NASDAQ,,,,,,
KMRK,K-Tech Solutions Company Limited - Class A Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
KMTS,"Kestra Medical Technologies, Ltd. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
KNDI,"Kandi Technologies Group, Inc. - Ordinary Shares",Q,N,N,100,N,N,NASDAQ,,,,,,
KNSA,"Kiniksa Pharmaceuticals, Ltd. - Class A Ordinary Shares",Q,N,N,100,N,N,NASDAQ,,,,,,
KOD,Kodiak Sciences Inc - Common Stock,G,N,N,100,N,N,NASDAQ,,,,,,
KOPN,Kopin Corporation - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
KOSS,Koss Corporation - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
KOYN,CSLM Digital Asset Acquisition Corp III - Class A Ordinary Shares,G,N,N,100,N,N,NASDAQ,,,,,,
KPLT,"Katapult Holdings, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
KPRX,"Kiora Pharmaceuticals, Inc.  - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
KPTI,Karyopharm Therapeutics Inc. - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
KRMD,"KORU Medical Systems, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
KRNT,Kornit Digital Ltd. - Ordinary Shares,Q,N,N,100,N,N,NASDAQ,,,,,,
KRNY,Kearny Financial - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
KROS,"Keros Therapeutics, Inc. - common stock",G,N,N,100,N,N,NASDAQ,,,,,,
KRRO,"Korro Bio, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
KRT,Karat Packaging Inc. - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
KRUS,"Kura Sushi USA, Inc. - Class A Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
KRYS,"Krystal Biotech, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
KSCP,"Knightscope, Inc. - Class A Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
KTCC,Key Tronic Corporation - Common Stock,G,N,N,100,N,N,NASDAQ,,,,,,
KTOS,"Kratos Defense & Security Solutions, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
KTTA,Pasithea Therapeutics Corp. - Common Stock,S,N,D,100,N,N,NASDAQ,,,,,,
KURA,"Kura Oncology, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
KVAC,Keen Vision Acquisition Corporation - Ordinary Shares,G,N,N,100,N,N,NASDAQ,,,,,,
KVHI,"KVH Industries, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
KWM,"K Wave Media, Ltd. - Ordinary Shares",G,N,N,100,N,N,NASDAQ,,,,,,
KXIN,Kaixin Holdings - Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
KYIV,Kyivstar Group Ltd. - Common Shares,Q,N,N,100,N,N,NASDAQ,,,,,,
KYTX,"Kyverna Therapeutics, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
KZR,"Kezar Life Sciences, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
LAB,Standard BioTools Inc. - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
LAES,SEALSQ Corp - Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
LAKE,"Lakeland Industries, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
LAND,Gladstone Land Corporation - Common Stock,G,N,N,100,N,N,NASDAQ,,,,,,
LARK,Landmark Bancorp Inc. - Common Stock,G,N,N,100,N,N,NASDAQ,,,,,,
LASE,Laser Photonics Corporation - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
LBGJ,Li Bang International Corporation Inc. - Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
LBRDA,Liberty Broadband Corporation - Class A Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
LBRDK,Liberty Broadband Corporation - Class C Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
LBRX,LB Pharmaceuticals Inc - Common Stock,G,N,N,100,N,N,NASDAQ,,,,,,
LBTYA,Liberty Global Ltd. - Class A Common Shares,Q,N,N,100,N,N,NASDAQ,,,,,,
LBTYB,Liberty Global Ltd. - Class B Common Shares,Q,N,N,100,N,N,NASDAQ,,,,,,
LBTYK,Liberty Global Ltd. - Class C Common Shares,Q,N,N,100,N,N,NASDAQ,,,,,,
LCCC,Lakeshore Acquisition III Corp. - Ordinary Shares,G,N,N,100,N,N,NASDAQ,,,,,,
LCID,"Lucid Group, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
LCNB,LCNB Corporation - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
LCUT,"Lifetime Brands, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
LDWY,"Lendway, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
LE,"Lands' End, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
LECO,"Lincoln Electric Holdings, Inc. - Common Shares",Q,N,N,100,N,N,NASDAQ,,,,,,
LEDS,SemiLEDS Corporation - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
LEE,"Lee Enterprises, Incorporated - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
LEGH,Legacy Housing Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
LENZ,"LENZ Therapeutics, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
LESL,"Leslie's, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
LEXX,Lexaria Bioscience Corp. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
LFMD,"LifeMD, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
LFST,"LifeStance Health Group, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
LFUS,"Littelfuse, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
LFVN,Lifevantage Corporation - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
LFWD,Lifeward Ltd. - Ordinary Shares,S,N,D,100,N,N,NASDAQ,,,,,,
LGCB,Linkage Global Inc - Class A Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
LGCL,Lucas GC Limited - Class A Ordinary Shares,S,N,D,100,N,N,NASDAQ,,,,,,
LGIH,"LGI Homes, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
LGN,Legence Corp. - Class A Common stock,Q,N,N,100,N,N,NASDAQ,,,,,,
LGND,Ligand Pharmaceuticals Incorporated - Common Stock,G,N,N,100,N,N,NASDAQ,,,,,,
LGO,Largo Inc. - Common Shares,Q,N,N,100,N,N,NASDAQ,,,,,,
LGVN,Longeveron Inc. - Class A Common stock,S,N,D,100,N,N,NASDAQ,,,,,,
LHAI,Linkhome Holdings Inc. - Common stock,S,N,N,100,N,N,NASDAQ,,,,,,
LICN,Lichen International Limited - Class A Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
LIEN,"Chicago Atlantic BDC, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
LIF,"Life360, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
LILA,Liberty Latin America Ltd. - Class A Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
LILAK,Liberty Latin America Ltd. - Class C Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
LIMN,"Liminatus Pharma, Inc. - Class A Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
LIN,Linde plc - Ordinary Shares,Q,N,N,100,N,N,NASDAQ,,,,,,
LINC,Lincoln Educational Services Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
LIND,Lindblad Expeditions Holdings Inc.  - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
LINE,"Lineage, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
LINK,"Interlink Electronics, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
LIQT,"LiqTech International, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
LITE,Lumentum Holdings Inc. - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
LITM,Snow Lake Resources Ltd. - Common Shares,S,N,N,100,N,N,NASDAQ,,,,,,
LITS,"Lite Strategy, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
LIVE,Live Ventures Incorporated - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
LIVN,LivaNova PLC - Ordinary Shares,Q,N,N,100,N,N,NASDAQ,,,,,,
LIXT,"Lixte Biotechnology Holdings, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
LKFN,Lakeland Financial Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
LKQ,LKQ Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
LLYVA,Liberty Media Corporation - Series A Liberty Live Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
LLYVK,Liberty Media Corporation - Series C Liberty Live Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
LMAT,"LeMaitre Vascular, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
LMB,"Limbach Holdings, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
LMFA,"LM Funding America, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
LNAI,Lunai Bioworks Inc. - Common Stock,S,N,D,100,N,N,NASDAQ,,,,,,
LNKB,"LINKBANCORP, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
LNKS,Linkers Industries Limited - Class A Ordinary Shares,S,N,D,100,N,N,NASDAQ,,,,,,
LNT,Alliant Energy Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
LNTH,"Lantheus Holdings, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
LNW,"Light & Wonder, Inc.  - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
LNZA,"LanzaTech Global, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
LOAN,"Manhattan Bridge Capital, Inc - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
LOBO,LOBO TECHNOLOGIES LTD. - Class A Ordinary Shares,S,N,D,100,N,N,NASDAQ,,,,,,
LOCO,"El Pollo Loco Holdings, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
LOKV,Live Oak Acquisition Corp. V - Class A Ordinary Shares,G,N,N,100,N,N,NASDAQ,,,,,,
LOOP,"Loop Industries, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
LOPE,"Grand Canyon Education, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
LOVE,The Lovesac Company - Common Stock,G,N,N,100,N,N,NASDAQ,,,,,,
LPAA,Launch One Acquisition Corp. - Class A Ordinary Shares,G,N,N,100,N,N,NASDAQ,,,,,,
LPBB,Launch Two Acquisition Corp. - Class A Ordinary Shares,G,N,N,100,N,N,NASDAQ,,,,,,
LPCN,Lipocine Inc. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
LPLA,LPL Financial Holdings Inc. - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
LPRO,Open Lending Corporation - Common Stock,G,N,N,100,N,N,NASDAQ,,,,,,
LPSN,"LivePerson, Inc. - Common Stock",Q,N,D,100,N,N,NASDAQ,,,,,,
LPTH,"LightPath Technologies, Inc. - Class A Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
LPTX,"Leap Therapeutics, Inc. - Common Stock",S,N,D,100,N,N,NASDAQ,,,,,,
LQDA,Liquidia Corporation - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
LQDT,"Liquidity Services, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
LRCX,Lam Research Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
LRHC,La Rosa Holdings Corp. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
LSAK,"Lesaka Technologies, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
LSBK,"Lake Shore Bancorp, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
LSCC,Lattice Semiconductor Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
LSE,"Leishen Energy Holding Co., Ltd. - Ordinary Shares",S,N,N,100,N,N,NASDAQ,,,,,,
LSH,Lakeside Holding Limited - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
LSTA,"Lisata Therapeutics, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
LTRN,Lantern Pharma Inc. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
LTRX,"Lantronix, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
LUCD,Lucid Diagnostics Inc. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
LUCY,"Innovative Eyewear, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
LUNG,Pulmonx Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
LVO,"LiveOne, Inc. - Common Stock",S,N,D,100,N,N,NASDAQ,,,,,,
LVRO,Lavoro Limited - Class A Ordinary Shares,G,N,E,100,N,N,NASDAQ,,,,,,
LVTX,LAVA Therapeutics N.V. - Ordinary Shares,Q,N,N,100,N,N,NASDAQ,,,,,,
LWAC,LightWave Acquisition Corp. - Class A Ordinary Shares,G,N,N,100,N,N,NASDAQ,,,,,,
LWAY,"Lifeway Foods, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
LWLG,"Lightwave Logic, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
LXEO,"Lexeo Therapeutics, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
LXRX,"Lexicon Pharmaceuticals, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
LYEL,"Lyell Immunopharma, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
LYFT,"Lyft, Inc. - Class A Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
LYRA,"Lyra Therapeutics, Inc. - Common Stock",S,N,D,100,N,N,NASDAQ,,,,,,
LYTS,LSI Industries Inc. - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
LZ,"LegalZoom.com, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
LZMH,LZ Technology Holdings Limited - Class B Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
MAAS,Maase Inc. - Class A Ordinary Shares,G,N,N,100,N,N,NASDAQ,,,,,,
MACI,Melar Acquisition Corp. I - Class A Ordinary Shares,G,N,N,100,N,N,NASDAQ,,,,,,
MAGH,Magnitude International Ltd - Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
MAMA,"Mama's Creations, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
MAMK,MaxsMaking Inc. - Class A Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
MAMO,Massimo Group - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
MANH,"Manhattan Associates, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
MAPS,"WM Technology, Inc. - Class A Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
MAR,Marriott International - Class A Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
MARA,"MARA Holdings, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
MASI,Masimo Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
MASK,3 E Network Technology Group Ltd - Class A Ordinary Shares,S,N,D,100,N,N,NASDAQ,,,,,,
MASS,908 Devices Inc. - Common Stock,G,N,N,100,N,N,NASDAQ,,,,,,
MAT,"Mattel, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
MATH,Metalpha Technology Holding Limited - Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
MAXN,"Maxeon Solar Technologies, Ltd. - Ordinary Shares",Q,N,N,100,N,N,NASDAQ,,,,,,
MAYA,Maywood Acquisition Corp. - Class A Ordinary Shares,G,N,N,100,N,N,NASDAQ,,,,,,
MAYS,"J. W. Mays, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
MAZE,"Maze Therapeutics, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
MB,MasterBeef Group - Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
MBAV,M3-Brigade Acquisition V Corp. - Class A Ordinary shares,G,N,N,100,N,N,NASDAQ,,,,,,
MBBC,"Marathon Bancorp, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
MBCN,Middlefield Banc Corp. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
MBIN,Merchants Bancorp - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
MBIO,"Mustang Bio, Inc. - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
MBLY,Mobileye Global Inc. - Class A Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
MBOT,Microbot Medical Inc.  - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
MBRX,"Moleculin Biotech, Inc. - Common Stock",S,N,D,100,N,N,NASDAQ,,,,,,
MBVI,M3-Brigade Acquisition VI Corp. - Class A Ordinary Shares,G,N,N,100,N,N,NASDAQ,,,,,,
MBWM,Mercantile Bank Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
MBX,"MBX Biosciences, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
MCBS,"MetroCity Bankshares, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
MCFT,"MasterCraft Boat Holdings, Inc. - Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
MCGA,Yorkville Acquisition Corp. - Class A Ordinary Share,G,N,N,100,N,N,NASDAQ,,,,,,
MCHB,Mechanics Bancorp - Class A Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
MCHP,Microchip Technology Incorporated - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
MCHX,"Marchex, Inc. - Class B Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
MCRB,"Seres Therapeutics, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
MCRI,"Monarch Casino & Resort, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
MCTA,Charming Medical Limited - Class A Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
MCW,"Mister Car Wash, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
MDAI,"Spectral AI, Inc. - Class A Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
MDB,"MongoDB, Inc. - Class A Common Stock",G,N,N,100,N,N,NASDAQ,,,,,,
MDCX,Medicus Pharma Ltd. - Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
MDIA,Mediaco Holding Inc. - Class A Common Stock,S,N,N,100,N,N,NASDAQ,,,,,,
MDLZ,"Mondelez International, Inc. - Class A Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
MDWD,MediWound Ltd. - Ordinary Shares,G,N,N,100,N,N,NASDAQ,,,,,,
MDXG,"MiMedx Group, Inc - Common Stock",S,N,N,100,N,N,NASDAQ,,,,,,
MDXH,MDxHealth SA - Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
MEDP,"Medpace Holdings, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
MEGL,Magic Empire Global Limited - Class A Ordinary Shares,S,N,N,100,N,N,NASDAQ,,,,,,
MELI,"MercadoLibre, Inc. - Common Stock",Q,N,N,100,N,N,NASDAQ,,,,,,
MENS,Jyong Biotech Ltd. - Ordinary shares,G,N,N,100,N,N,NASDAQ,,,,,,
MEOH,Methanex Corporation - Common Stock,Q,N,N,100,N,N,NASDAQ,,,,,,
